100 0
200 0
300 0
400 0
500 0
600 0
700 0
800 0
900 0
1000 0
1100 0
1200 0
1300 0
1400 0
1500 0
1600 0
1700 0
1800 0.01
1900 0.01
2000 0.01
2100 0.01
2200 0.01
2300 0.01
2400 0.02
2500 0.02
2600 0.02
2700 0.02
2800 0.02
2900 0.02
3000 0.02
3100 0.03
3200 0.03
3300 0.03
3400 0.03
3500 0.04
3600 0.04
3700 0.04
3800 0.04
3900 0.04
4000 0.05
4100 0.05
4200 0.05
4300 0.06
4400 0.06
4500 0.06
4600 0.06
4700 0.07
4800 0.07
4900 0.08
5000 0.08
5100 0.08
5200 0.08
5300 0.09
5400 0.09
5500 0.09
5600 0.09
5700 0.1
5800 0.1
5900 0.1
6000 0.11
6100 0.11
6200 0.12
6300 0.12
6400 0.13
6500 0.13
6600 0.14
6700 0.14
6800 0.14
6900 0.15
7000 0.16
7100 0.16
7200 0.16
7300 0.16
7400 0.17
7500 0.18
7600 0.18
7700 0.19
7800 0.19
7900 0.2
8000 0.2
8100 0.2
8200 0.21
8300 0.22
8400 0.22
8500 0.23
8600 0.23
8700 0.24
8800 0.24
8900 0.25
9000 0.25
9100 0.26
9200 0.26
9300 0.27
9400 0.28
9500 0.28
9600 0.29
9700 0.3
9800 0.3
9900 0.3
10000 0.31
10100 0.32
10200 0.32
10300 0.33
10400 0.34
10500 0.34
10600 0.35
10700 0.36
10800 0.36
10900 0.37
11000 0.38
11100 0.39
11200 0.39
11300 0.4
11400 0.41
11500 0.41
11600 0.42
11700 0.43
11800 0.44
11900 0.44
12000 0.46
12100 0.46
12200 0.46
12300 0.48
12400 0.48
12500 0.49
12600 0.5
12700 0.51
12800 0.51
12900 0.52
13000 0.53
13100 0.54
13200 0.55
13300 0.55
13400 0.56
13500 0.57
13600 0.58
13700 0.59
13800 0.6
13900 0.61
14000 0.62
14100 0.62
14200 0.64
14300 0.64
14400 0.66
14500 0.66
14600 0.67
14700 0.68
14800 0.68
14900 0.7
15000 0.71
15100 0.72
15200 0.73
15300 0.74
15400 0.74
15500 0.76
15600 0.76
15700 0.78
15800 0.78
15900 0.8
16000 0.8
16100 0.81
16200 0.82
16300 0.84
16400 0.85
16500 0.86
16600 0.87
16700 0.88
16800 0.89
16900 0.9
17000 0.91
17100 0.93
17200 0.93
17300 0.94
17400 0.95
17500 0.97
17600 0.98
17700 0.99
17800 1
17900 1.01
18000 1.02
18100 1.04
18200 1.04
18300 1.06
18400 1.07
18500 1.08
18600 1.09
18700 1.11
18800 1.11
18900 1.12
19000 1.14
19100 1.16
19200 1.16
19300 1.17
19400 1.19
19500 1.2
19600 1.21
19700 1.22
19800 1.24
19900 1.24
20000 1.26
20100 1.27
20200 1.29
20300 1.3
20400 1.31
20500 1.32
20600 1.34
20700 1.35
20800 1.37
20900 1.38
21000 1.4
21100 1.4
21200 1.42
21300 1.43
21400 1.46
21500 1.46
21600 1.48
21700 1.5
21800 1.52
21900 1.73
22000 1.92
22100 2.22
22200 2.6
22300 2
22400 1.98
22500 2.61
22600 2.71
22700 2.71
22800 2.74
22900 2.76
23000 2.84
23100 2.81
23200 2.83
23300 2.88
23400 2.88
23500 2.91
23600 2.94
23700 2.97
23800 2.98
23900 3.01
24000 3.04
24100 3.06
24200 3.08
24300 3.11
24400 3.15
24500 2.83
24600 2.39
24700 2.04
24800 1.95
24900 2.31
25000 2.42
25100 1.99
25200 2.06
25300 2.54
25400 3.02
25500 3.43
25600 3.47
25700 3.49
25800 3.51
25900 3.53
26000 3.58
26100 3.61
26200 3.61
26300 3.67
26400 3.67
26500 3.73
26600 3.74
26700 3.51
26800 2.84
26900 3.68
27000 3.06
27100 3.33
27200 3.89
27300 3.95
27400 3.96
27500 3.59
27600 3.07
27700 4.06
27800 4.07
27900 3.99
28000 3.1
28100 4.01
28200 3.26
28300 2.78
28400 2.59
28500 3.22
28600 2.7
28700 2.8
28800 3.36
28900 4.42
29000 4.66
29100 4.85
29200 4.51
29300 4.52
29400 4.56
29500 4.62
29600 4.62
29700 4.65
29800 4.68
29900 4.73
30000 4.76
30100 4.78
30200 4.81
30300 4.84
30400 3.99
30500 4.47
30600 3.92
30700 3.18
30800 3.31
30900 4.23
31000 4.34
31100 4.49
31200 5.14
31300 5.16
31400 5.2
