100 0
200 0
300 0
400 0
500 0
600 0
700 0
800 0
900 0
1000 0
1100 0
1200 0.01
1300 0
1400 0
1500 0
1600 0.01
1700 0.01
1800 0
1900 0.01
2000 0.01
2100 0.01
2200 0.01
2300 0.02
2400 0.02
2500 0.02
2600 0.02
2700 0.02
2800 0.02
2900 0.02
3000 0.02
3100 0.03
3200 0.03
3300 0.03
3400 0.03
3500 0.04
3600 0.04
3700 0.04
3800 0.04
3900 0.05
4000 0.05
4100 0.05
4200 0.05
4300 0.06
4400 0.06
4500 0.06
4600 0.06
4700 0.06
4800 0.07
4900 0.07
5000 0.08
5100 0.08
5200 0.08
5300 0.08
5400 0.09
5500 0.09
5600 0.1
5700 0.1
5800 0.1
5900 0.11
6000 0.11
6100 0.12
6200 0.12
6300 0.12
6400 0.13
6500 0.13
6600 0.13
6700 0.14
6800 0.14
6900 0.14
7000 0.15
7100 0.15
7200 0.16
7300 0.16
7400 0.17
7500 0.17
7600 0.18
7700 0.18
7800 0.19
7900 0.19
8000 0.19
8100 0.2
8200 0.21
8300 0.21
8400 0.22
8500 0.22
8600 0.23
8700 0.24
8800 0.24
8900 0.24
9000 0.25
9100 0.26
9200 0.26
9300 0.27
9400 0.27
9500 0.28
9600 0.29
9700 0.29
9800 0.3
9900 0.31
10000 0.31
10100 0.32
10200 0.32
10300 0.34
10400 0.34
10500 0.34
10600 0.35
10700 0.36
10800 0.36
10900 0.36
11000 0.38
11100 0.38
11200 0.4
11300 0.4
11400 0.4
11500 0.42
11600 0.42
11700 0.43
11800 0.44
11900 0.44
12000 0.45
12100 0.46
12200 0.47
12300 0.47
12400 0.48
12500 0.49
12600 0.5
12700 0.51
12800 0.51
12900 0.52
13000 0.53
13100 0.54
13200 0.55
13300 0.56
13400 0.56
13500 0.57
13600 0.58
13700 0.63
13800 0.6
13900 0.6
14000 0.61
14100 0.62
14200 0.63
14300 0.64
14400 0.65
14500 0.66
14600 0.67
14700 0.68
14800 0.68
14900 0.7
15000 0.71
15100 0.72
15200 0.72
15300 0.73
15400 0.74
15500 0.76
15600 0.76
15700 0.78
15800 0.78
15900 0.8
16000 0.8
16100 0.82
16200 0.82
16300 0.83
16400 0.89
16500 0.86
16600 0.86
16700 0.87
16800 0.88
16900 0.89
17000 0.9
17100 0.92
17200 0.93
17300 0.94
17400 0.95
17500 0.96
17600 0.98
17700 0.98
17800 1
17900 1
18000 1.02
18100 1.03
18200 1.04
18300 1.05
18400 1.06
18500 1.08
18600 1.08
18700 1.1
18800 1.11
18900 1.12
19000 1.13
19100 1.14
19200 1.16
19300 1.17
19400 1.18
19500 1.21
19600 1.22
19700 1.22
19800 1.23
19900 1.24
20000 1.27
20100 1.27
20200 1.28
20300 1.31
20400 1.58
20500 1.66
20600 1.92
20700 2.24
20800 1.89
20900 1.72
21000 1.94
21100 2.34
21200 1.97
21300 1.79
21400 2.08
21500 2.43
21600 2.46
21700 2.47
21800 2.5
21900 2.51
22000 2.54
22100 2.74
22200 2.58
22300 3.09
22400 2.75
22500 3.14
22600 3.18
22700 3.2
22800 3.3
22900 3.25
23000 3.28
23100 2.8
23200 2.83
23300 2.86
23400 2.26
23500 2.16
23600 1.75
23700 1.77
23800 2.13
23900 2.24
24000 1.82
24100 1.84
24200 2.24
24300 2.42
24400 3.12
24500 3.15
24600 3.18
24700 3.2
24800 3.23
24900 3.32
25000 3.88
25100 3.92
25200 3.34
25300 3.53
25400 3.58
25500 3.59
25600 3.44
25700 3.57
25800 4
25900 3.53
26000 3.57
26100 2.72
26200 2.44
26300 2.19
26400 2.56
26500 2.98
26600 3.57
26700 2.82
26800 3.53
26900 3.8
27000 3.82
27100 3.87
27200 3.89
27300 3.92
27400 3.94
27500 3.96
27600 4
27700 4.05
27800 4.07
27900 4.11
28000 3.47
28100 3.49
28200 3.75
28300 3.32
28400 4.23
28500 4.26
28600 4.3
28700 3.87
28800 3.5
28900 4.4
29000 4.44
29100 3.89
29200 3.72
29300 4
29400 3.42
29500 3.58
29600 4.33
29700 3.62
29800 4.35
29900 3.52
30000 3.57
30100 4.54
30200 3.68
30300 4.53
30400 3.64
30500 3.72
30600 4.92
30700 5.36
30800 5.21
30900 5.2
31000 5.05
31100 5.09
31200 5.12
31300 5.14
31400 5.2
31500 5.22
31600 5.27
31700 5.28
31800 5.33
31900 5.37
32000 5.42
32100 5.42
32200 5.47
32300 5.49
32400 4.28
32500 5.5
32600 4.87
32700 5.04
32800 5.67
32900 5.03
33000 5.08
33100 4.55
33200 4.37
33300 5.35
33400 5.03
33500 4.76
33600 4.45
33700 5.48
33800 5.11
33900 4.92
34000 4.56
34100 6.11
34200 6.15
34300 6.18
34400 6.22
34500 6.27
34600 6.29
34700 6.37
34800 6.37
34900 6.41
35000 6.44
35100 6.48
35200 6.51
35300 6.56
35400 6.59
35500 6.62
35600 6.65
35700 6.08
35800 6.02
35900 6.77
