100000 0
600000 0.01
1100000 0
1600000 0.01
2100000 0.02
2600000 0.02
3100000 0.01
3600000 0.02
4100000 0.02
4600000 0.03
5100000 0.03
5600000 0.03
6100000 0.02
6600000 0.03
7100000 0.04
7600000 0.03
8100000 0.04
8600000 0.05
9100000 0.04
9600000 0.04
10100000 0.05
10600000 0.06
11100000 0.06
11600000 0.06
12100000 0.06
12600000 0.06
13100000 0.07
13600000 0.07
14100000 0.08
14600000 0.07
15100000 0.08
15600000 0.08
16100000 0.08
16600000 0.08
17100000 0.08
17600000 0.09
18100000 0.1
18600000 0.09
19100000 0.1
19600000 0.1
20100000 0.1
20600000 0.1
21100000 0.11
21600000 0.1
22100000 0.1
22600000 0.11
23100000 0.12
23600000 0.12
24100000 0.12
24600000 0.13
25100000 0.13
25600000 0.13
26100000 0.14
26600000 0.13
27100000 0.14
27600000 0.14
28100000 0.14
28600000 0.15
29100000 0.15
29600000 0.15
30100000 0.14
30600000 0.15
31100000 0.16
31600000 0.16
32100000 0.17
32600000 0.16
33100000 0.16
33600000 0.16
34100000 0.18
34600000 0.17
35100000 0.18
35600000 0.18
36100000 0.18
36600000 0.18
37100000 0.2
37600000 0.19
38100000 0.19
38600000 0.2
39100000 0.2
39600000 0.2
40100000 0.2
40600000 0.2
41100000 0.21
41600000 0.21
42100000 0.21
42600000 0.22
43100000 0.21
43600000 0.22
44100000 0.22
44600000 0.23
45100000 0.23
45600000 0.23
46100000 0.24
46600000 0.23
47100000 0.23
47600000 0.24
48100000 0.24
48600000 0.25
49100000 0.25
49600000 0.25
