100 5.3e-05
200 0.000145
300 0.000325
400 0.000549
500 0.00099
600 0.00121
700 0.001618
800 0.002106
900 0.00268
1000 0.003245
1100 0.003904
1200 0.00471
1300 0.005498
1400 0.006322
1500 0.007184
1600 0.008227
1700 0.009238
1800 0.010302
1900 0.011553
2000 0.014438
2100 0.014012
2200 0.017516
2300 0.018575
2400 0.018287
2500 0.019799
2600 0.021408
2700 0.023088
2800 0.02483
2900 0.02662
3000 0.028404
3100 0.030322
3200 0.032289
3300 0.034301
3400 0.036414
3500 0.038557
3600 0.040746
3700 0.043291
3800 0.045373
3900 0.047752
4000 0.05035
4100 0.053246
4200 0.055567
4300 0.058163
4400 0.060827
4500 0.063788
4600 0.066495
4700 0.069534
4800 0.07246
4900 0.07544
5000 0.078515
5100 0.081707
5200 0.08567
5300 0.088203
5400 0.091492
5500 0.096289
5600 0.098367
5700 0.101829
5800 0.10512
5900 0.108769
6000 0.113185
6100 0.116999
6200 0.12196
6300 0.126444
6400 0.128017
6500 0.131975
6600 0.136145
6700 0.140262
6800 0.146792
6900 0.149425
7000 0.153152
7100 0.159224
7200 0.162711
7300 0.166412
7400 0.170975
7500 0.178203
7600 0.180942
7700 0.186785
7800 0.190356
7900 0.196362
8000 0.200935
8100 0.206542
8200 0.210492
8300 0.21859
8400 0.220502
8500 0.225852
8600 0.232742
8700 0.237255
8800 0.24204
8900 0.247496
9000 0.253223
9100 0.259094
9200 0.264713
9300 0.270399
9400 0.27627
9500 0.282007
9600 0.287778
9700 0.295828
9800 0.300189
9900 0.306959
10000 0.314253
