100	0.02
110	0.02
120	0.03
130	0.03
140	0.04
150	0.05
160	0.06
170	0.08
180	0.08
190	0.11
200	0.12
210	0.14
220	0.16
230	0.18
240	0.2
250	0.23
260	0.25
270	0.28
280	0.32
290	0.35
300	0.4
310	0.43
320	0.48
330	0.51
340	0.64
350	0.71
360	0.68
370	0.77
380	0.81
390	0.89
400	0.95
410	1.06
420	1.13
430	1.23
440	1.36
450	1.52
460	1.64
470	1.81
480	1.96
490	2.03
500	2.17
